,All people aged 16 to 74,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed people aged 16 to 74: Aged 16 to 24,Unemployed people aged 16 to 74: Aged 50 to 74,Unemployed people aged 16 to 74: Never worked,Unemployed people aged 16 to 74: Long-term unemployed
S00106911,101,15,27,-,7,2,8,7,12,20,3,1,1,1,5
S00106912,101,7,29,5,1,21,3,27,3,3,2,-,-,-,-
S00106913,88,6,22,4,3,17,1,33,1,1,-,2,-,1,1
S00106914,77,3,13,2,3,14,1,35,2,3,1,2,-,-,1
S00106915,78,4,32,4,11,10,3,8,6,-,-,3,3,1,-
S00106916,95,5,26,-,11,14,19,11,-,5,4,7,-,2,5
S00106917,296,8,45,4,11,74,3,145,1,4,1,5,-,-,2
S00106918,108,5,56,6,5,12,1,22,-,-,1,-,-,-,-
S00106919,305,3,25,6,1,104,3,144,10,3,6,-,-,-,1
S00106920,89,6,35,7,10,4,4,10,5,4,4,-,9,2,3
S00106921,125,8,57,6,2,16,9,18,5,3,1,2,-,-,1
S00106922,89,7,39,8,2,15,-,16,1,-,1,-,1,-,2
S00106923,93,6,49,3,5,11,4,14,-,1,-,-,2,1,3
S00106924,398,15,33,13,9,56,10,245,5,6,6,5,1,2,3
S00106925,122,9,25,13,9,12,6,45,2,1,-,3,3,1,3
S00106926,283,5,20,1,6,52,-,194,-,4,1,-,-,-,-
S00106927,86,9,41,7,9,3,8,3,3,2,1,3,1,2,2
S00106928,101,6,22,11,7,10,-,29,-,12,4,2,-,-,3
S00106929,54,1,27,4,3,6,-,8,-,4,1,-,1,-,2
S00106930,74,4,29,6,2,10,5,14,-,4,-,-,-,-,2
S00106931,174,6,65,3,4,37,1,55,-,1,2,1,-,2,1
S00106932,348,4,38,7,2,125,2,163,4,1,2,2,-,1,-
S00106933,56,4,35,3,1,-,7,2,3,1,-,-,-,-,1
S00106934,71,3,42,7,2,2,6,5,1,2,1,-,-,-,-
S00106935,71,18,34,-,1,4,3,4,7,-,-,-,-,-,-
S00106936,57,3,24,10,2,6,6,3,2,1,-,-,-,-,1
S00106937,7,-,1,1,-,-,3,1,-,1,-,-,-,-,-
S00106938,53,5,31,6,1,1,3,4,1,-,1,1,-,-,1
S00106939,64,5,49,1,1,3,5,-,-,-,-,-,-,-,-
S00106940,67,8,45,6,1,-,3,2,2,-,-,-,1,-,-
S00106941,44,3,21,7,3,1,3,4,2,-,-,-,1,-,2
S00106942,74,4,34,7,-,5,19,2,-,2,1,-,-,-,-
S00106943,46,6,18,2,1,1,10,4,2,2,-,-,1,-,-
S00106944,82,9,42,4,7,5,2,2,3,6,2,4,1,3,2
S00106945,77,8,46,10,2,3,4,2,2,-,-,1,1,-,1
S00106946,66,8,35,8,2,3,5,3,2,-,-,-,1,-,1
S00106947,82,9,52,8,2,-,9,1,1,-,-,-,1,-,1
S00106948,76,9,39,13,3,2,8,-,2,-,-,-,3,-,1
S00106949,98,9,59,9,6,2,7,4,2,-,-,-,3,-,3
S00106950,42,3,21,10,1,-,4,1,-,2,-,-,-,-,-
S00106951,78,6,40,5,2,4,9,7,1,1,3,-,-,1,-
S00106952,87,6,59,7,4,2,3,1,3,1,1,-,-,-,2
S00106953,76,7,44,3,5,3,2,9,-,1,2,1,2,-,1
S00106954,90,5,44,5,2,3,17,5,5,2,2,-,1,-,-
S00106955,40,4,20,3,-,1,6,3,1,1,1,-,-,-,-
S00106956,73,4,33,6,-,4,15,7,2,1,1,-,-,-,-
S00106957,102,16,45,6,5,5,18,5,2,-,-,-,4,-,1
S00106958,47,8,22,3,-,5,6,2,-,-,1,-,-,-,-
S00106959,89,18,34,14,-,2,11,4,2,2,2,-,-,-,-
S00106960,81,9,43,4,3,4,8,3,3,3,1,1,-,-,-
S00106961,94,4,57,6,5,2,16,2,1,1,-,-,1,-,3
S00106962,101,6,49,13,3,3,5,9,6,6,1,-,1,-,2
S00106963,113,16,70,11,1,4,7,4,-,-,-,-,-,-,1
S00106964,63,13,18,1,8,2,3,3,3,7,5,3,1,3,4
S00106965,95,15,40,3,3,7,15,3,7,2,-,1,-,1,1
S00106966,84,11,20,-,12,-,12,3,13,10,3,5,2,4,8
S00106967,61,11,18,2,12,2,5,4,6,1,-,3,3,1,9
S00106968,119,22,54,8,4,4,4,5,10,8,-,1,-,2,1
S00106969,92,12,35,3,8,4,4,6,12,8,-,6,2,4,3
S00106970,117,15,28,5,15,10,2,15,21,1,5,4,3,2,6
S00106971,92,23,26,-,10,2,14,3,6,7,1,5,1,1,5
S00106972,91,10,49,8,4,5,2,3,7,2,1,2,1,-,3
S00106973,91,11,33,7,5,5,5,4,17,4,-,2,-,-,1
S00106974,99,14,50,4,5,6,6,2,7,5,-,2,1,-,2
S00106975,99,10,50,6,6,4,5,2,9,3,4,3,-,2,3
S00106976,96,13,44,8,4,5,9,6,1,3,3,1,2,1,1
S00106977,87,12,37,11,-,-,21,4,2,-,-,-,-,-,-
S00106978,69,12,26,6,2,5,12,4,2,-,-,1,-,-,-
S00106979,12,1,-,2,-,-,9,-,-,-,-,-,-,-,-
S00106980,90,16,40,5,5,3,10,5,3,3,-,2,-,3,-
S00106981,73,12,31,3,4,3,9,5,4,-,2,2,1,-,1
S00106982,38,5,9,2,2,-,11,-,-,4,5,-,2,-,2
S00106983,51,5,16,3,1,1,14,5,2,4,-,-,1,-,1
S00106984,74,8,43,7,1,2,8,2,2,1,-,-,-,-,1
S00106985,79,6,30,9,1,4,17,3,-,7,2,-,1,-,1
S00106986,41,3,9,1,3,-,19,2,4,-,-,-,-,-,1
S00106987,73,9,20,4,9,6,7,4,4,7,3,1,1,2,5
S00106988,75,13,26,4,6,-,3,2,5,10,6,1,-,1,2
S00106989,39,3,15,4,4,-,3,-,2,5,3,-,-,-,1
S00106990,43,2,6,1,1,-,26,-,-,7,-,-,1,-,-
S00106991,60,8,12,6,8,1,6,4,6,8,1,2,1,1,7
S00106992,98,11,34,7,7,1,16,7,8,5,2,2,1,-,6
S00106993,62,4,36,6,-,2,10,-,1,2,1,-,-,-,-
S00106994,68,10,31,8,-,2,10,2,-,5,-,-,-,-,-
S00106995,109,9,51,7,4,1,22,5,1,7,2,1,1,1,1
S00106996,99,6,51,10,1,2,23,2,2,-,2,-,1,-,1
S00106997,62,5,37,3,6,1,6,-,2,-,2,1,-,-,2
S00106998,51,2,31,-,3,1,6,-,4,3,1,1,1,-,2
S00106999,71,8,32,2,4,1,15,3,5,1,-,1,1,1,1
S00107000,52,7,20,11,2,-,4,4,3,1,-,2,-,-,-
S00107001,74,5,34,1,1,4,14,3,2,9,1,1,-,-,1
S00107002,60,6,13,5,10,-,4,5,4,11,2,5,-,1,2
S00107003,62,2,21,3,2,-,10,6,2,15,1,2,-,2,-
S00107004,89,12,46,8,3,3,11,-,4,1,1,1,1,-,3
S00107005,113,9,52,5,6,2,10,6,6,9,8,-,-,-,5
S00107006,90,9,61,10,3,-,3,-,2,2,-,-,-,-,-
S00107007,49,11,20,6,-,-,4,2,2,3,1,-,-,-,-
S00107008,125,12,28,6,6,6,11,8,13,24,11,4,1,2,1
S00107009,52,3,32,4,3,2,-,6,-,1,1,-,2,1,1
S00107010,87,5,54,7,2,5,1,6,4,1,2,1,1,-,2
S00107011,63,6,26,3,4,1,17,1,2,3,-,-,1,2,1
S00107012,50,4,21,2,4,2,4,3,3,6,1,-,1,-,1
S00107013,133,9,39,12,20,12,4,13,1,22,1,8,2,3,4
S00107014,136,12,90,13,2,7,4,4,4,-,-,1,-,-,-
S00107015,110,14,55,13,3,4,2,5,3,9,2,-,-,-,2
S00107016,82,8,59,3,2,1,2,1,2,-,4,-,1,-,-
S00107017,45,5,17,5,4,4,4,-,4,2,-,3,-,3,1
S00107018,121,10,69,11,8,2,3,3,9,5,1,-,3,1,4
S00107019,102,10,59,11,3,8,3,1,1,6,-,-,1,-,3
S00107020,54,4,36,6,2,2,-,-,3,1,-,-,1,-,1
S00107021,74,2,44,11,2,5,1,4,2,2,1,-,-,-,2
S00107022,53,5,14,3,4,4,2,3,3,14,1,1,1,1,-
S00107023,63,3,36,12,3,5,-,-,1,-,3,-,-,-,2
S00107024,52,1,36,3,6,2,-,3,-,1,-,1,1,1,1
S00107025,70,6,41,5,3,3,4,1,2,2,3,-,-,-,-
S00107026,57,3,38,9,2,1,2,1,-,-,1,-,1,-,1
S00107027,105,10,57,17,1,5,9,2,2,1,1,-,-,-,-
S00107028,74,3,44,8,1,7,-,5,5,1,-,-,-,-,-
S00107029,67,5,46,5,1,2,6,2,-,-,-,-,-,-,-
S00107030,75,6,53,9,4,-,1,2,-,-,-,-,1,-,3
S00107031,89,4,53,9,-,5,3,7,1,4,3,-,-,-,-
S00107032,133,9,84,15,5,5,3,8,4,-,-,1,1,-,3
S00107033,86,2,51,12,-,3,10,7,-,-,1,-,-,-,-
S00107034,116,10,60,12,1,9,8,5,6,1,4,-,1,1,-
S00107035,82,8,51,5,1,4,6,4,2,-,1,-,-,-,-
S00107036,64,3,37,6,4,3,5,3,3,-,-,-,1,1,1
S00107037,116,9,57,18,3,3,9,12,3,-,2,-,-,-,3
S00107038,53,7,12,3,6,3,4,1,9,5,3,2,2,2,2
S00107039,68,7,29,6,2,1,-,7,8,2,6,2,-,1,1
S00107040,62,3,32,13,2,2,7,1,1,-,1,-,-,-,-
S00107041,78,1,55,3,-,4,2,7,5,1,-,-,-,-,-
S00107042,61,3,29,13,2,2,5,3,3,-,1,-,1,-,1
S00107043,74,14,17,2,7,1,6,6,9,10,2,1,2,2,3
S00107044,55,6,36,6,1,-,2,-,1,3,-,-,-,-,-
S00107045,89,6,67,5,4,1,1,3,1,-,1,-,-,-,2
S00107046,52,5,40,3,1,1,1,1,-,-,-,-,-,-,1
S00107047,114,12,58,15,3,-,10,12,1,-,3,-,-,-,-
S00107048,126,5,94,8,7,2,3,5,-,1,1,2,1,1,1
S00107049,80,7,44,3,3,4,9,7,1,2,-,3,-,1,1
S00107050,77,12,18,1,9,1,12,-,15,5,4,2,-,-,2
S00107051,96,13,25,3,9,4,11,5,10,10,6,3,1,2,5
S00107052,95,22,12,8,9,4,5,12,13,8,2,3,1,1,7
S00107053,95,12,28,2,7,3,8,10,7,9,9,1,-,-,2
S00107054,46,1,10,3,8,2,1,2,3,12,4,2,-,1,5
S00107055,109,9,69,10,3,6,3,2,2,3,2,-,2,-,1
S00107056,122,13,79,13,2,2,4,2,3,4,-,-,1,-,2
S00107057,64,2,45,6,3,3,2,-,-,1,2,-,1,-,1
S00107058,86,7,61,3,4,3,4,2,2,-,-,-,2,-,1
S00107059,76,8,47,13,3,1,1,-,1,1,1,-,1,-,-
S00107060,57,4,27,7,1,-,9,1,8,-,-,-,-,-,1
S00107061,114,16,51,13,10,2,5,5,6,4,2,3,2,1,5
S00107062,78,6,55,8,3,-,-,3,2,-,1,1,-,-,-
S00107063,67,8,12,5,4,3,19,3,5,5,3,1,2,1,3
S00107064,52,10,23,6,-,2,5,3,2,1,-,-,-,-,-
S00107065,111,11,77,5,1,3,4,5,4,1,-,-,-,-,-
S00107066,114,6,67,10,4,5,4,7,8,2,1,1,-,2,-
S00107067,57,6,21,4,3,1,7,3,-,9,3,-,2,-,2
S00107068,60,4,41,7,1,1,2,3,-,1,-,-,1,-,-
S00107069,102,7,72,15,2,-,1,-,2,-,3,-,1,-,-
S00107070,84,10,50,4,-,5,4,5,1,2,3,-,-,-,-
S00107071,83,5,58,6,3,-,2,2,6,-,1,-,-,1,-
S00107072,104,5,52,5,6,3,9,4,8,7,5,3,-,1,1
S00107073,42,4,16,1,1,-,7,2,4,5,2,-,-,-,-
S00107074,119,9,90,13,2,4,-,1,-,-,-,1,1,1,-
S00107075,126,14,70,11,3,4,7,3,4,9,1,2,-,-,1
S00107076,122,6,81,11,9,4,-,5,2,-,4,2,-,-,2
S00107077,88,10,20,6,8,3,9,7,8,14,3,3,2,1,1
S00107078,137,6,90,12,7,6,1,4,8,2,1,2,1,1,2
S00107079,59,-,29,10,2,1,5,8,2,-,2,1,-,-,-
S00107080,96,7,62,9,1,4,-,7,3,2,1,-,-,-,-
S00107081,89,6,57,8,2,5,2,4,5,-,-,-,-,-,-
S00107082,127,8,64,8,6,5,9,2,4,14,7,-,2,-,2
S00107083,114,12,68,13,2,2,7,7,2,-,1,-,-,-,-
S00107084,107,10,67,13,4,7,3,1,2,-,-,-,1,-,3
S00107085,86,4,57,9,5,3,3,2,1,-,2,-,2,-,-
S00107086,83,10,42,9,4,4,6,2,5,-,1,-,-,-,1
S00107087,102,10,59,13,2,4,4,4,5,-,1,-,1,-,1
S00107088,113,8,79,6,3,6,5,4,-,2,-,-,-,-,2
S00107089,86,5,42,3,6,-,15,1,1,11,2,-,2,-,4
S00107090,121,14,75,4,4,8,1,5,2,4,4,1,1,1,2
S00107091,51,7,21,2,4,1,4,5,3,3,1,3,-,1,1
S00107092,89,9,43,7,9,10,6,3,1,-,1,1,2,1,1
S00107093,71,10,34,7,-,9,3,2,2,2,2,-,-,-,-
S00107094,60,4,20,2,-,8,17,5,1,1,2,-,-,-,-
S00107095,81,8,33,5,3,11,-,12,3,3,3,1,-,-,-
S00107096,155,30,82,8,10,5,4,3,8,4,1,-,2,-,4
S00107097,81,7,48,6,3,1,2,2,7,3,2,1,-,1,-
S00107098,88,10,43,4,2,6,13,3,3,4,-,-,-,-,2
S00107099,100,12,64,6,3,4,3,5,3,-,-,-,1,-,1
S00107100,83,11,34,5,1,7,17,1,4,3,-,-,1,-,1
S00107101,61,6,27,6,3,4,10,3,1,1,-,-,-,-,1
S00107102,102,12,51,6,-,3,19,4,3,2,2,-,-,-,-
S00107103,103,18,39,15,2,7,9,8,3,1,1,1,1,-,-
S00107104,100,8,65,9,2,1,6,5,2,-,2,2,-,2,-
S00107105,83,10,35,3,4,8,16,-,-,6,1,1,1,1,1
S00107106,67,9,38,6,2,2,3,-,1,4,2,1,-,-,1
S00107107,185,6,45,9,6,39,3,65,5,1,6,2,2,1,2
S00107108,66,4,33,7,2,5,5,7,2,-,1,1,-,-,-
S00107109,63,5,34,8,-,1,6,8,1,-,-,-,-,-,-
S00107110,69,9,17,4,12,3,4,2,9,7,2,2,2,2,5
S00107111,96,11,39,7,12,7,3,9,3,2,3,2,-,5,1
S00107112,85,15,41,8,1,6,6,6,2,-,-,-,-,-,-
S00107113,61,8,29,6,3,8,2,3,2,-,-,1,-,-,-
S00107114,77,6,39,11,6,1,4,5,4,1,-,1,-,3,1
S00107115,69,2,44,3,1,6,3,6,1,3,-,-,1,-,-
S00107116,117,8,65,7,4,7,7,11,6,1,1,2,-,-,2
S00107117,75,5,30,4,9,5,7,12,3,-,-,7,-,6,2
S00107118,77,9,30,8,1,9,-,18,1,-,1,1,-,-,-
S00107119,103,7,41,9,2,13,6,18,6,1,-,1,1,-,1
S00107120,89,6,42,4,3,9,7,17,1,-,-,-,-,-,-
S00107121,49,3,23,9,2,3,7,-,-,-,2,1,-,-,-
S00107122,127,13,65,11,4,9,-,23,1,-,1,-,1,-,4
S00107123,58,3,41,6,2,2,-,2,-,2,-,-,-,-,1
S00107124,73,4,29,9,10,6,1,5,7,-,2,7,-,9,1
S00107125,68,5,34,8,3,9,-,7,-,-,2,1,-,1,-
S00107126,62,4,36,6,2,3,1,5,3,1,1,-,-,-,1
S00107127,102,7,54,4,2,8,1,15,8,2,1,-,-,-,1
S00107128,90,5,46,8,3,20,-,5,3,-,-,-,1,-,2
S00107129,151,9,89,15,4,15,2,8,4,1,4,1,-,1,-
S00107130,101,6,63,10,2,4,4,9,1,1,1,1,-,-,-
S00107131,72,7,44,3,7,7,-,1,2,1,-,-,-,1,1
S00107132,147,13,88,11,4,15,1,9,3,1,2,1,-,2,-
S00107133,59,3,35,6,-,2,2,3,3,1,4,-,-,-,-
S00107134,95,18,43,10,-,2,14,4,-,-,4,-,-,-,-
S00107135,110,13,56,12,4,6,9,7,1,1,1,2,-,-,1
S00107136,58,10,18,8,-,7,2,6,4,1,2,-,-,-,-
S00107137,50,5,27,2,2,4,5,4,-,-,1,-,-,-,-
S00107138,100,9,45,6,2,17,5,15,1,-,-,-,1,-,1
S00107139,122,10,60,8,7,8,6,18,4,-,1,-,-,1,2
S00107140,83,11,40,3,5,15,-,7,-,2,-,2,-,-,2
S00107141,66,1,33,2,2,11,1,12,4,-,-,-,-,-,1
S00107142,66,10,31,4,6,3,1,1,2,7,1,3,1,2,3
S00107143,71,8,34,9,2,11,1,3,1,-,2,-,-,-,-
S00107144,86,3,49,6,1,9,3,11,1,2,1,1,-,-,-
S00107145,66,5,35,6,-,8,-,7,2,2,1,-,-,-,-
S00107146,61,6,38,4,-,7,2,1,1,1,1,-,-,-,-
S00107147,51,9,25,5,2,2,1,2,1,1,3,1,-,-,1
S00107148,146,18,70,5,8,18,6,13,3,3,2,3,1,1,2
S00107149,66,5,36,5,3,3,2,7,2,3,-,1,1,-,2
S00107150,60,6,23,2,3,1,7,2,1,12,3,-,1,-,1
S00107151,49,4,18,3,5,4,5,1,1,8,-,-,-,-,1
S00107152,67,15,25,6,1,5,2,11,-,1,1,-,-,-,1
S00107153,72,5,43,5,4,6,3,-,-,4,2,-,1,-,2
S00107154,56,12,29,3,3,2,1,4,-,1,1,1,-,1,1
S00107155,82,2,44,5,6,7,3,6,2,6,1,1,2,-,1
S00107156,112,15,61,3,9,8,3,4,-,8,1,1,2,-,4
S00107157,98,8,60,7,5,9,2,4,-,1,2,-,1,2,1
S00107158,71,6,45,2,2,4,4,2,1,3,2,1,-,1,-
S00107159,82,5,44,3,5,10,2,7,2,3,1,-,-,-,2
S00107160,97,13,52,5,3,4,5,3,-,9,3,1,-,-,-
S00107161,95,5,35,6,12,3,4,3,2,18,7,4,2,1,7
S00107162,92,5,48,8,2,4,20,1,-,-,4,1,1,-,-
S00107163,80,8,38,5,9,2,6,4,3,4,1,1,5,1,6
S00107164,43,5,20,6,-,-,10,1,-,1,-,-,-,-,-
S00107165,129,17,59,9,11,7,2,7,9,3,5,5,-,3,3
S00107166,52,7,32,3,1,1,-,2,1,2,3,1,-,-,1
S00107167,40,10,15,-,4,-,4,1,3,2,1,-,-,-,1
S00107168,58,5,38,4,2,3,3,2,-,1,-,1,-,1,-
S00107169,64,7,28,4,2,1,6,1,2,11,2,2,-,1,1
S00107170,41,7,13,1,4,2,6,-,3,3,2,1,-,-,2
S00107171,89,19,32,4,5,5,7,2,7,5,3,-,-,-,4
S00107172,49,8,14,3,5,1,2,3,8,4,1,1,3,1,3
S00107173,76,12,31,5,6,1,6,1,4,8,2,1,1,1,4
S00107174,86,5,30,6,6,3,19,5,1,11,-,3,-,-,5
S00107175,101,7,32,1,9,6,15,6,10,11,4,2,2,1,6
S00107176,59,11,23,7,1,1,12,1,1,-,2,1,-,-,-
S00107177,65,6,30,8,-,1,12,5,2,1,-,-,-,-,-
S00107178,50,9,21,6,-,1,9,3,1,-,-,-,-,-,-
S00107179,55,5,33,4,-,-,9,2,-,-,2,-,-,-,-
S00107180,99,12,39,9,7,3,10,3,2,11,3,3,2,2,5
S00107181,46,8,14,1,4,-,7,1,2,8,1,2,1,1,1
S00107182,100,18,47,11,1,1,4,6,4,8,-,1,-,-,-
S00107183,44,2,18,1,3,3,8,1,1,6,1,1,1,1,-
S00107184,120,15,62,4,8,8,4,5,10,2,2,1,-,-,4
S00107185,113,16,45,17,2,13,-,7,6,4,3,-,-,-,1
S00107186,112,12,62,10,2,1,5,8,3,8,1,2,-,-,-
S00107187,134,23,52,9,2,6,8,9,8,12,5,1,-,-,1
S00107188,117,13,47,9,5,8,5,4,2,24,-,4,-,1,1
S00107189,43,8,14,3,2,2,3,3,7,1,-,-,-,-,2
S00107190,93,17,29,-,7,3,11,5,15,5,1,4,-,2,1
S00107191,66,10,34,4,2,2,11,1,1,1,-,-,-,-,-
S00107192,83,7,26,9,2,2,32,2,-,2,1,-,2,-,1
S00107193,43,6,20,-,-,-,10,3,3,-,1,-,-,-,-
S00107194,109,20,45,9,11,3,15,4,1,1,-,4,3,1,4
S00107195,42,5,14,3,1,-,8,-,2,8,1,1,-,-,-
S00107196,47,8,19,4,1,1,7,1,1,2,3,-,-,-,-
S00107197,54,4,14,5,1,3,3,16,-,6,2,-,-,-,-
S00107198,67,8,21,7,-,4,1,17,3,6,-,-,-,-,-
S00107199,128,7,26,4,3,27,3,57,-,1,-,-,-,-,1
S00107200,76,3,29,8,1,-,8,21,4,-,2,-,-,-,1
S00107201,84,11,28,3,6,3,7,8,1,15,2,1,1,-,3
S00107202,56,2,26,2,2,4,6,7,-,5,2,-,2,-,1
S00107203,138,4,31,6,14,14,18,21,1,24,5,1,6,1,9
S00107204,80,9,15,10,-,6,4,32,2,1,1,-,-,-,-
S00107205,56,6,22,6,4,2,3,3,-,10,-,-,-,-,3
S00107206,81,4,24,5,1,10,2,33,-,1,1,1,-,-,-
S00107207,56,3,13,4,-,4,23,6,-,1,2,-,-,-,-
S00107208,136,18,43,2,7,5,15,10,3,29,4,3,1,2,3
S00107209,96,7,61,6,5,10,2,3,-,-,2,-,2,-,3
S00107210,106,3,57,6,2,14,-,21,2,-,1,-,-,-,-
S00107211,86,3,57,5,-,4,3,6,5,3,-,-,-,-,-
S00107212,71,-,45,4,3,4,-,13,2,-,-,-,-,-,1
S00107213,89,6,47,8,7,4,4,9,2,2,-,2,1,1,1
S00107214,116,13,51,4,6,12,6,7,2,10,5,1,3,1,4
S00107215,182,7,21,1,2,27,-,115,3,1,5,1,-,1,-
S00107216,82,3,15,2,1,19,4,35,3,-,-,-,-,-,1
S00107217,114,5,19,3,-,24,-,62,-,-,1,-,-,-,-
S00107218,230,2,15,-,-,53,-,159,1,-,-,-,-,-,-
S00107219,140,5,38,7,3,18,9,55,2,1,2,1,-,2,1
S00107220,112,4,19,3,2,23,1,54,-,3,3,-,1,-,1
S00107221,75,6,18,6,1,6,2,29,1,5,1,1,-,-,1
S00107222,104,8,25,1,5,18,-,44,1,2,-,1,-,-,2
S00107223,118,2,28,7,2,9,10,38,3,16,3,-,1,-,1
S00107224,74,6,13,1,3,11,4,30,3,2,1,-,-,-,1
S00107225,59,4,7,4,8,-,8,3,1,21,3,1,3,2,2
S00107226,61,6,14,1,4,7,4,20,3,2,-,2,-,1,1
S00107227,92,5,26,3,5,5,5,23,4,9,7,-,-,2,2
S00107228,241,13,31,6,14,54,1,105,-,10,7,2,2,-,7
S00107229,52,3,17,3,-,10,1,15,-,2,1,-,-,-,-
S00107230,89,11,23,7,5,7,4,15,4,13,-,-,1,-,-
S00107231,176,5,25,1,8,22,14,84,4,10,3,1,1,2,3
S00107232,82,-,30,3,5,12,3,25,1,1,2,-,2,-,3
S00107233,126,8,13,2,6,19,6,46,3,18,5,1,1,1,3
S00107234,79,4,9,3,5,9,-,37,9,2,1,-,-,-,1
S00107235,63,3,11,3,-,12,-,29,5,-,-,-,-,-,-
S00107236,63,3,18,6,-,1,19,9,-,5,2,-,-,-,-
S00107237,133,12,37,12,2,17,9,43,1,-,-,1,-,1,-
S00107238,141,3,47,-,4,22,4,59,2,-,-,1,-,-,-
S00107239,94,5,17,7,1,14,-,48,1,1,-,1,-,-,-
S00107240,93,3,13,4,3,11,1,57,-,-,1,-,-,3,-
S00107241,141,4,42,5,2,24,-,58,3,1,2,1,-,-,-
S00107242,76,12,23,12,-,5,11,6,5,-,2,-,-,-,-
S00107243,87,3,28,7,2,11,3,32,-,-,1,-,-,-,2
S00107244,65,7,22,5,-,5,6,12,5,1,2,-,-,-,-
S00107245,131,4,24,2,2,13,5,77,1,1,2,-,1,-,2
S00107246,113,13,43,8,-,8,15,22,3,1,-,-,-,-,-
S00107247,142,9,30,17,1,22,2,58,2,1,-,1,-,-,-
S00107248,139,4,9,4,1,29,4,85,1,-,2,-,-,-,1
S00107249,88,11,24,11,2,-,24,5,7,3,1,-,1,-,-
S00107250,79,3,23,4,1,5,16,24,1,1,1,-,-,-,-
S00107251,40,3,15,3,1,2,11,3,2,-,-,-,1,-,-
S00107252,65,2,32,5,-,5,5,14,2,-,-,-,-,-,-
S00107253,102,12,45,17,-,2,11,6,4,1,4,-,-,-,-
S00107254,65,4,16,5,1,1,28,3,5,1,1,-,-,-,1
S00107255,47,1,19,10,4,1,7,1,2,1,1,1,2,-,1
S00107256,103,14,43,12,3,-,19,9,2,1,-,-,-,-,2
S00107257,64,5,20,6,2,3,10,15,1,1,1,1,-,-,2
S00107258,24,2,9,3,-,1,8,1,-,-,-,-,-,-,-
S00107259,70,11,30,3,1,1,8,14,-,2,-,-,-,-,-
S00107260,19,1,-,2,-,-,16,-,-,-,-,-,-,-,-
S00107261,58,-,18,2,-,6,20,11,1,-,-,-,-,-,-
S00107262,45,4,15,3,-,4,10,8,1,-,-,-,-,-,-
S00107263,47,7,21,4,2,4,1,3,1,1,3,-,1,-,1
S00107264,90,7,41,14,2,2,6,13,3,2,-,-,2,-,2
S00107265,79,12,26,12,5,3,16,-,3,-,2,1,1,2,2
S00107266,53,5,13,12,-,2,9,7,2,1,2,-,-,-,-
S00107267,105,13,37,1,7,10,1,31,1,1,3,2,1,-,2
S00107268,128,11,48,11,1,17,2,35,-,2,1,-,1,-,1
S00107269,70,6,25,4,5,8,2,16,-,1,3,-,-,-,2
S00107270,110,11,48,16,3,2,16,6,8,-,-,1,1,-,-
S00107271,114,9,37,14,3,2,34,11,3,-,1,-,-,-,2
S00107272,72,7,28,9,3,-,13,6,4,-,2,1,1,1,-
S00107273,42,7,10,6,-,-,12,4,2,1,-,-,-,-,-
S00107274,16,-,-,-,-,-,14,2,-,-,-,-,-,-,-
S00107275,63,4,15,5,2,3,14,18,1,1,-,-,-,-,-
S00107276,104,9,39,8,1,18,7,16,2,1,3,-,-,-,1
S00107277,60,3,30,3,-,7,1,13,2,-,1,-,-,-,-
S00107278,123,12,36,7,-,14,19,27,4,4,-,-,-,-,-
S00107279,60,3,35,8,1,-,6,1,3,3,-,-,-,-,-
S00107280,92,11,40,12,3,2,13,4,5,-,2,1,-,-,-
S00107281,292,14,54,12,4,12,38,21,1,98,38,-,1,-,2
S00107282,107,13,59,9,2,2,12,6,3,1,-,2,-,1,-
S00107283,45,4,22,4,3,2,7,-,2,-,1,1,-,-,1
S00107284,97,19,36,8,3,3,11,10,7,-,-,1,-,-,1
S00107285,87,15,38,15,2,4,2,7,2,1,1,-,1,-,-
S00107286,102,15,45,12,1,1,16,3,6,1,2,-,1,-,1
S00107287,61,9,24,3,2,1,19,2,-,1,-,-,1,-,-
S00107288,88,16,36,7,2,4,16,3,3,-,1,1,1,-,-
S00107289,90,11,31,16,-,2,22,3,2,2,1,-,-,-,-
S00107290,56,8,26,4,4,1,9,3,1,-,-,-,1,-,2
S00107291,84,12,39,4,3,5,13,4,3,1,-,1,1,1,1
S00107292,86,9,52,6,2,-,15,2,-,-,-,-,1,-,-
S00107293,75,6,36,11,-,6,4,10,2,-,-,-,-,-,-
S00107294,129,17,59,18,3,-,13,10,4,2,3,-,-,-,2
S00107295,112,11,57,9,-,6,11,9,8,1,-,-,-,-,-
S00107296,113,16,43,23,1,1,11,9,7,-,2,1,-,1,-
S00107297,136,19,62,14,4,4,11,15,4,-,3,2,-,-,1
S00107298,87,5,61,3,2,4,1,3,2,3,3,1,-,-,1
S00107299,103,3,48,5,2,8,-,36,1,-,-,-,1,-,2
S00107300,86,7,51,1,1,7,-,18,-,1,-,-,-,-,-
S00107301,145,12,84,3,8,9,4,23,2,-,-,1,1,1,3
S00107302,83,2,53,2,1,7,-,13,1,2,2,-,-,-,-
S00107303,66,1,40,2,3,6,-,12,1,1,-,-,-,1,1
