OA_CODE,All people,0 to 4,5 to 7,8 to 9,10 to 14,15,16 to 17,18 to 19,20 to 24,25 to 29,30 to 44,45 to 59,60 to 64,65 to 74,75 to 84,85 to 89,90 and over,Mean age,Median age
S00106957,137,5,1,6,9,2,4,3,11,3,21,39,7,14,10,2,-,42.4,47
S00106958,71,7,3,1,4,-,3,1,2,2,12,17,2,8,9,-,-,42.4,45
S00106959,138,6,5,5,9,5,5,3,2,2,20,38,6,13,14,4,1,43.6,47
S00106960,108,8,-,-,4,1,1,1,7,14,16,28,7,7,10,3,1,43.5,46
S00106961,108,5,3,-,4,-,2,1,4,20,39,9,8,11,2,-,-,37,34
S00106962,111,4,2,-,1,-,-,1,9,14,33,34,4,6,1,2,-,41.3,42
S00106963,135,8,2,1,2,1,-,-,16,31,41,18,2,5,7,1,-,35.5,32
S00106964,82,4,1,2,7,1,4,3,5,5,19,20,6,1,4,-,-,37.2,40
S00106965,122,7,5,4,9,2,3,3,8,13,33,20,5,10,-,-,-,33.6,33
S00106966,116,14,6,5,3,1,2,3,13,12,25,16,3,10,3,-,-,31.9,29
S00106967,82,10,2,1,6,-,3,3,4,11,23,10,1,6,2,-,-,32.1,31
S00106968,174,12,12,6,15,6,5,4,11,15,42,31,6,5,3,-,1,31.1,30
S00106969,142,12,12,3,16,7,7,8,8,13,25,23,7,1,-,-,-,26.3,23
S00106970,191,17,10,9,31,5,5,10,23,16,42,17,3,1,2,-,-,24.6,21
S00106971,132,8,7,2,12,2,3,5,6,6,23,30,9,10,8,-,1,37.8,37
S00106972,123,15,6,5,3,-,3,5,11,19,15,35,2,1,3,-,-,31,28
S00106973,152,16,21,10,7,7,3,4,10,12,30,26,5,1,-,-,-,25.5,23
S00106974,131,16,6,4,5,-,2,2,18,14,26,27,4,6,-,1,-,31.4,29
S00106975,133,15,5,3,6,4,4,3,9,17,34,22,4,6,1,-,-,31.1,30
S00106976,121,3,1,-,6,2,5,4,12,9,25,30,3,8,8,2,3,41.7,42
S00106977,121,8,5,2,6,1,3,-,2,4,31,24,6,17,12,-,-,43.1,43
S00106978,101,1,2,3,8,4,4,2,6,4,15,23,7,8,12,1,1,44.1,45
S00106979,65,-,-,-,-,1,-,-,-,-,-,2,1,9,31,15,6,79.2,82
S00106980,120,6,-,4,8,1,7,3,7,2,32,25,5,9,7,3,1,39.8,38
S00106981,104,10,2,1,8,4,6,2,9,4,17,21,5,9,5,1,-,36.2,39
S00106982,58,1,-,-,-,-,-,-,3,3,7,13,1,11,12,3,4,60.5,67
S00106983,79,2,3,2,3,1,2,-,5,2,11,14,3,14,12,3,2,50.7,55
S00106984,103,12,4,1,1,1,-,2,5,6,26,27,7,1,8,2,-,39.3,40
S00106985,122,2,-,1,-,-,1,1,5,10,18,20,8,16,20,10,10,58.3,61
S00106986,80,3,3,1,2,-,1,1,2,3,7,5,6,16,16,13,1,58.3,67
S00106987,91,4,2,3,4,-,4,2,5,14,16,21,5,6,3,-,2,38.3,36
S00106988,91,9,1,-,1,-,-,2,6,14,21,23,5,4,5,-,-,38.6,38
S00106989,52,6,1,-,2,1,-,-,4,8,15,8,2,2,1,-,2,35.2,32
S00106990,54,-,-,-,-,-,-,-,1,-,2,10,6,24,9,1,1,65.8,67
S00106991,87,13,6,1,4,-,-,-,10,9,21,12,3,5,3,-,-,31.4,30
S00106992,132,10,4,4,11,2,4,3,6,5,34,23,8,15,1,1,1,37.2,37
S00106993,77,7,1,1,2,-,-,1,5,2,22,20,5,7,3,1,-,42.3,41
S00106994,90,2,2,1,2,1,3,1,5,5,16,22,9,7,11,2,1,47.6,48
S00106995,141,4,-,1,3,2,2,3,9,2,31,36,10,16,18,1,3,49.2,51
S00106996,136,2,-,2,2,-,-,-,-,16,29,22,15,17,23,6,2,54,57
S00106997,67,-,1,-,2,1,1,-,5,6,22,17,5,6,-,-,1,42.6,42
S00106998,64,8,-,-,1,-,-,-,3,8,22,13,3,2,1,-,3,37.7,35
S00106999,118,7,3,1,4,1,1,1,6,8,19,18,7,11,21,8,2,49.2,50
S00107000,64,3,3,1,4,1,2,1,6,1,14,20,5,3,-,-,-,36.4,37
S00107001,90,1,1,-,2,4,3,2,7,2,16,27,8,9,7,1,-,45.7,48
S00107002,87,10,6,2,6,-,2,2,4,7,25,10,6,4,2,1,-,32.6,33
S00107003,84,1,3,2,10,1,3,3,1,2,19,21,5,8,4,1,-,41.5,44
S00107004,100,7,3,-,-,-,-,5,12,18,27,14,6,7,1,-,-,34.3,30
S00107005,130,9,2,-,3,-,4,8,13,19,35,23,6,5,3,-,-,34.4,32
S00107006,100,5,2,-,3,-,-,1,10,19,43,13,2,2,-,-,-,32,31
S00107007,62,3,3,1,3,-,1,2,5,3,21,11,-,6,1,1,1,38,38
S00107008,162,13,2,4,11,2,5,5,18,12,33,37,9,6,5,-,-,34.7,34
S00107009,54,1,-,-,1,-,1,1,14,14,15,5,1,1,-,-,-,30.6,29
S00107010,95,3,2,1,2,-,1,1,14,22,34,14,-,1,-,-,-,31,30
S00107011,72,4,1,1,1,-,-,1,2,7,18,17,4,14,2,-,-,43.6,46
S00107012,58,1,-,2,2,-,1,1,7,1,23,12,3,2,3,-,-,39.9,39
S00107013,148,5,3,2,3,-,1,10,23,22,47,21,4,5,2,-,-,33.7,32
S00107014,150,6,1,3,1,-,2,-,10,41,60,13,5,5,2,-,1,33.7,31
S00107015,136,13,3,1,3,2,2,-,10,36,45,13,2,2,4,-,-,30.7,29
S00107016,89,4,-,-,2,-,-,1,4,32,36,6,1,2,-,1,-,32.2,30
S00107017,66,6,6,2,3,3,1,3,4,3,19,8,6,1,1,-,-,30.4,31
S00107018,144,8,2,3,6,-,-,3,3,19,65,26,2,3,4,-,-,34.9,33
S00107019,110,2,-,1,5,-,-,3,7,19,46,22,2,3,-,-,-,35.1,33
S00107020,59,3,2,-,-,-,-,1,8,12,27,4,1,1,-,-,-,30.5,30
S00107021,80,4,1,-,-,1,1,2,9,18,34,5,2,3,-,-,-,32.1,31
S00107022,67,7,3,-,4,-,3,2,4,4,15,22,2,1,-,-,-,33.8,37
S00107023,69,4,-,-,1,-,-,-,7,18,31,5,2,-,1,-,-,32.2,30
S00107024,52,-,-,-,-,-,-,2,7,8,29,4,2,-,-,-,-,34.4,33
S00107025,87,8,1,1,4,1,-,5,7,17,29,7,2,3,2,-,-,31,29
S00107026,63,1,2,-,1,-,-,-,1,12,29,12,-,3,1,1,-,38.5,36
S00107027,121,6,1,3,2,-,1,-,9,8,54,20,4,9,3,1,-,38.7,37
S00107028,90,9,4,1,2,-,-,-,18,29,21,5,-,1,-,-,-,25.1,26
S00107029,75,4,-,-,-,-,1,-,13,19,23,4,5,2,4,-,-,34.8,30
S00107030,88,3,2,1,5,2,-,-,6,23,35,11,-,-,-,-,-,30.7,31
S00107031,99,4,2,1,3,-,1,-,11,22,31,19,5,-,-,-,-,33.2,31
S00107032,162,11,5,3,10,-,1,4,20,33,49,20,4,2,-,-,-,29.4,29
S00107033,88,-,1,-,1,-,-,2,10,13,35,15,6,5,-,-,-,37.7,34
S00107034,136,13,3,1,3,-,-,2,17,21,46,25,3,2,-,-,-,31.5,31
S00107035,91,5,3,-,1,-,-,1,9,16,35,11,5,5,-,-,-,34.5,33
S00107036,74,4,2,-,2,-,-,3,4,12,27,11,6,1,2,-,-,35.5,34
S00107037,140,18,1,-,3,-,-,1,7,25,48,29,1,5,2,-,-,33.6,34
S00107038,83,13,3,1,8,1,1,5,7,7,18,11,2,2,2,1,1,30,27
S00107039,84,2,-,3,6,5,1,5,9,21,17,15,-,-,-,-,-,29.6,27
S00107040,66,3,-,-,-,-,-,2,4,11,25,13,2,5,1,-,-,38.4,33
S00107041,91,8,4,1,-,-,-,2,13,19,34,8,1,1,-,-,-,28.6,29
S00107042,78,9,-,-,1,-,-,-,6,8,28,14,-,5,6,1,-,38.9,37
S00107043,113,16,9,3,6,-,7,4,7,9,17,19,9,2,4,1,-,30.4,27
S00107044,69,9,1,2,2,-,1,1,2,7,34,6,2,2,-,-,-,31.6,33
S00107045,95,5,-,1,-,-,-,-,15,21,44,7,2,-,-,-,-,30.7,31
S00107046,56,1,-,-,2,1,1,-,6,11,21,9,2,2,-,-,-,35.2,32
S00107047,130,11,1,1,2,-,2,-,12,20,50,17,6,7,1,-,-,34.6,34
S00107048,134,4,1,-,-,-,-,-,7,43,54,19,1,2,3,-,-,35,31
S00107049,91,5,-,-,2,-,1,3,7,16,36,6,3,8,4,-,-,36.4,33
S00107050,118,23,5,5,3,-,-,3,10,15,24,13,-,12,5,-,-,30.6,29
S00107051,132,16,6,4,6,-,3,3,11,11,35,20,5,8,4,-,-,32.9,31
S00107052,124,13,3,3,6,1,3,7,14,12,30,20,5,4,2,1,-,31.3,30
S00107053,134,21,9,-,6,-,-,4,15,19,32,14,4,7,3,-,-,29.1,27
S00107054,60,10,1,1,2,-,1,-,8,6,16,10,4,1,-,-,-,30.9,31
S00107055,125,9,2,2,2,-,-,-,5,28,49,19,7,1,1,-,-,33.5,32
S00107056,134,6,1,2,2,-,1,2,11,36,48,20,2,2,1,-,-,32.6,32
S00107057,69,4,1,-,-,-,-,-,2,13,30,13,4,2,-,-,-,36.5,35
S00107058,93,4,2,-,1,-,-,-,4,23,43,11,3,2,-,-,-,34.4,34
S00107059,86,5,1,1,3,-,-,-,2,15,38,16,4,1,-,-,-,34.8,35
S00107060,72,10,-,1,4,-,1,3,6,11,20,10,5,1,-,-,-,30.8,30
S00107061,136,5,6,3,8,-,4,2,13,13,46,27,6,3,-,-,-,33.4,33
S00107062,84,2,1,2,1,-,-,1,11,31,28,7,-,-,-,-,-,29.8,29
S00107063,86,5,2,1,2,2,1,3,2,7,17,13,6,18,6,1,-,44.8,46
S00107064,60,2,4,-,1,-,1,1,1,10,22,7,4,6,-,-,1,37.6,35
S00107065,121,4,2,-,3,-,-,-,15,28,52,10,2,4,1,-,-,32.2,30
S00107066,154,19,8,2,10,1,1,-,17,30,60,3,2,1,-,-,-,24.9,28
S00107067,65,2,-,-,1,1,1,1,4,7,19,13,4,8,4,-,-,44.1,43
S00107068,62,2,-,-,-,-,1,-,6,16,23,10,3,1,-,-,-,34.6,31
S00107069,108,1,1,-,2,1,-,-,8,22,48,19,4,1,1,-,-,36.1,33
S00107070,93,4,1,1,2,1,1,2,12,16,28,19,3,3,-,-,-,33.8,31
S00107071,92,9,-,-,-,-,4,2,9,26,32,8,-,2,-,-,-,29.1,29
S00107072,122,9,2,-,1,1,2,3,8,19,42,18,7,5,4,1,-,36.7,34
S00107073,53,3,-,1,3,-,1,1,1,6,9,15,5,4,3,-,1,43.3,47
S00107074,138,13,2,1,1,1,1,1,7,40,52,15,2,1,-,1,-,30.4,30
S00107075,183,12,6,1,2,2,1,2,19,21,48,21,6,8,15,8,11,42.5,35
S00107076,134,6,2,-,1,-,-,1,16,32,58,14,-,1,-,2,1,33.1,33
S00107077,114,14,2,1,4,-,3,2,7,15,23,28,4,6,2,2,1,36.1,37
S00107078,157,13,1,1,2,-,-,-,17,39,59,20,1,1,3,-,-,31.9,31
S00107079,66,5,1,-,1,-,-,-,8,13,25,6,4,3,-,-,-,33.4,33
S00107080,104,4,1,1,2,-,-,1,18,34,34,7,-,2,-,-,-,29.3,28
S00107081,103,6,6,-,1,1,1,1,10,20,45,10,2,-,-,-,-,29.8,30
S00107082,137,8,-,-,1,-,3,-,10,11,50,42,8,3,1,-,-,39.5,39
S00107083,126,7,1,-,1,-,-,-,15,29,55,5,6,4,3,-,-,33.5,31
S00107084,122,12,1,-,2,-,-,2,13,17,56,11,2,6,-,-,-,32.3,32
S00107085,88,2,-,-,-,-,-,1,8,12,43,12,8,2,-,-,-,37.5,34
S00107086,103,17,-,2,1,-,1,-,4,13,46,13,2,4,-,-,-,31,31
S00107087,111,6,-,2,-,-,-,2,21,21,33,17,6,2,1,-,-,33.6,30
S00107088,121,2,3,1,1,-,-,2,12,26,56,8,6,3,1,-,-,33.1,31
S00107089,108,3,4,1,-,-,-,-,6,13,31,15,9,12,8,4,2,45.9,41
S00107090,138,3,2,-,2,3,2,4,11,38,44,19,1,2,5,2,-,34.6,30
S00107091,66,9,1,3,1,-,1,2,9,10,20,5,-,4,1,-,-,28.6,28
S00107092,101,3,3,2,2,-,1,-,13,26,31,11,4,3,2,-,-,33.6,30
S00107093,85,5,1,3,2,-,2,1,7,16,38,4,-,3,-,2,1,32.3,31
S00107094,97,1,1,3,2,-,-,6,10,6,14,1,7,16,21,4,5,53.3,64
S00107095,88,4,2,1,-,-,2,1,23,24,19,8,1,3,-,-,-,29.1,26
S00107096,211,14,12,9,16,-,2,4,17,29,58,30,12,3,5,-,-,31.5,30
S00107097,107,11,1,2,7,5,-,1,9,15,43,9,1,3,-,-,-,29,30
S00107098,106,4,-,2,5,1,3,1,12,9,18,29,8,8,5,1,-,41.2,43
S00107099,107,5,-,1,-,1,1,2,16,23,29,22,4,3,-,-,-,34.1,30
S00107100,111,10,5,3,3,-,4,3,7,1,29,21,7,11,6,1,-,38,36
S00107101,74,3,3,1,2,1,1,-,6,8,20,15,3,8,2,1,-,39.3,39
S00107102,137,12,6,-,7,2,2,-,9,12,31,27,3,18,7,1,-,38.3,36
S00107103,133,8,3,-,4,-,2,6,16,5,23,35,9,7,8,7,-,43,44
S00107104,129,11,6,4,3,2,3,2,9,6,41,30,2,7,3,-,-,35,37
S00107105,102,1,-,-,5,2,3,3,3,3,13,34,11,13,9,2,-,50.3,54
S00107106,80,7,1,-,2,1,2,-,5,13,27,14,4,2,-,1,1,35.7,34
S00107107,204,4,7,1,3,-,1,20,73,28,43,16,2,2,2,2,-,28.4,24
S00107108,73,1,-,-,2,-,-,-,17,17,20,6,2,4,4,-,-,36,29
S00107109,68,3,-,-,1,-,-,-,8,16,18,12,3,6,-,1,-,37.8,33
S00107110,111,8,12,1,20,1,3,2,2,11,27,19,2,3,-,-,-,27.3,28
S00107111,111,9,-,2,3,-,-,3,24,22,35,9,-,3,1,-,-,29.7,28
S00107112,114,12,3,3,3,-,3,1,8,12,27,19,9,6,6,1,1,37.4,36
S00107113,66,2,1,-,-,-,-,-,7,27,16,7,1,3,-,2,-,34.7,29
S00107114,94,7,6,1,2,-,1,1,9,12,38,12,2,2,1,-,-,31.3,32
S00107115,74,2,1,-,-,-,-,4,15,13,19,15,2,1,1,1,-,35,30
S00107116,135,11,3,-,2,1,1,4,25,28,36,13,3,7,1,-,-,30.5,28
S00107117,88,8,4,-,-,-,-,3,21,19,23,2,1,6,-,1,-,29,27
S00107118,85,5,2,-,1,-,1,5,25,10,17,15,4,-,-,-,-,30,26
S00107119,109,3,1,-,-,-,-,11,23,14,34,15,2,4,2,-,-,32.9,31
S00107120,98,4,1,1,1,1,1,2,19,25,25,11,2,4,-,1,-,31.9,29
S00107121,54,1,2,-,-,-,-,-,7,14,17,3,6,2,1,1,-,36.1,31
S00107122,132,3,1,-,-,1,-,-,39,23,48,14,2,1,-,-,-,31,29
S00107123,59,-,-,-,1,-,-,-,8,15,28,6,-,1,-,-,-,33.6,31
S00107124,83,4,2,2,1,-,2,8,13,14,29,7,-,-,1,-,-,28.3,28
S00107125,70,1,-,-,-,-,-,3,25,20,18,2,-,-,1,-,-,27.9,25
S00107126,70,4,1,-,2,1,1,1,14,15,25,6,-,-,-,-,-,29.3,28
S00107127,123,13,3,3,2,-,3,1,19,34,33,10,-,2,-,-,-,27,27
S00107128,95,3,-,1,1,-,1,2,21,28,33,5,-,-,-,-,-,28.1,27
S00107129,176,10,5,3,4,-,2,6,25,37,65,12,3,1,2,-,1,29.8,29
S00107130,111,4,4,1,1,-,-,-,8,38,43,10,1,1,-,-,-,30.2,29
S00107131,81,2,5,2,-,-,1,-,7,26,35,2,1,-,-,-,-,27.9,28
S00107132,158,4,-,3,1,2,-,3,32,59,43,8,1,1,1,-,-,28.5,27
S00107133,75,9,3,-,-,-,1,1,6,19,21,6,2,3,3,1,-,32.3,29
S00107134,112,6,-,1,3,-,2,2,4,15,26,23,12,11,7,-,-,42.9,42
S00107135,121,4,3,1,1,-,-,4,20,18,32,23,5,8,2,-,-,36.2,33
S00107136,78,9,3,-,5,1,3,2,8,5,22,14,1,3,2,-,-,32.3,34
S00107137,51,-,-,-,1,-,2,3,7,5,22,8,1,2,-,-,-,35.1,32
S00107138,107,3,-,-,1,-,-,6,20,24,36,9,-,5,2,-,1,33.1,29
S00107139,132,4,1,2,-,1,3,1,21,41,43,7,3,3,1,1,-,31.3,28
S00107140,85,1,-,-,1,-,-,4,30,22,16,11,-,-,-,-,-,29.2,26
S00107141,74,4,-,1,-,-,1,3,14,21,22,3,1,1,2,1,-,30.9,28
S00107142,72,1,1,-,3,-,-,4,8,11,33,7,1,2,1,-,-,32.7,31
S00107143,79,3,2,2,-,-,1,2,10,25,27,5,1,-,-,1,-,29.8,28
S00107144,90,1,1,-,-,-,-,-,18,16,35,14,2,1,2,-,-,34.8,33
S00107145,74,3,3,-,1,-,-,1,14,17,26,5,3,-,1,-,-,30.5,29
S00107146,67,3,2,-,-,-,-,-,6,21,25,6,2,1,-,1,-,32.9,30
S00107147,56,4,-,-,-,-,-,1,7,18,15,7,2,1,-,-,1,32.7,29
S00107148,158,6,2,-,1,-,4,2,29,45,38,19,2,7,3,-,-,32.5,28
S00107149,77,5,-,1,2,-,1,1,9,20,20,12,2,1,1,-,2,33.7,29
S00107150,67,2,-,-,2,-,-,1,6,4,20,19,3,7,2,1,-,43.9,43
S00107151,54,2,-,1,1,-,-,-,4,9,21,8,2,5,-,1,-,38.7,38
S00107152,77,5,1,-,2,-,1,5,8,13,28,9,2,1,2,-,-,32.8,30
S00107153,73,1,-,-,-,-,-,-,9,20,24,16,1,2,-,-,-,35.1,31
S00107154,61,-,1,-,-,-,-,1,6,13,24,8,4,-,3,1,-,38.3,34
S00107155,89,4,1,-,2,-,-,1,12,26,31,9,1,2,-,-,-,31,29
S00107156,121,5,1,-,1,1,-,-,20,27,39,22,4,-,1,-,-,33.3,30
S00107157,111,8,1,1,2,-,1,-,9,22,46,16,2,2,1,-,-,32.6,31
S00107158,82,4,1,2,3,-,-,-,7,15,34,11,1,3,1,-,-,33.1,32
S00107159,86,1,-,-,2,-,1,-,7,21,36,11,4,2,-,-,1,36.4,34
S00107160,105,2,-,-,1,-,-,-,17,10,43,20,5,2,5,-,-,38.8,34
S00107161,103,2,1,-,2,1,3,2,14,8,27,35,1,5,2,-,-,39.1,39
S00107162,148,1,1,-,-,-,-,1,15,23,17,10,7,19,31,16,7,56.7,64
S00107163,103,7,3,-,1,-,3,3,5,13,30,20,-,6,10,-,2,40.3,37
S00107164,61,-,2,-,6,-,1,-,2,2,7,18,8,5,10,-,-,49.4,50
S00107165,162,16,4,4,3,-,4,11,7,28,45,24,5,5,3,3,-,32.1,30
S00107166,61,6,1,-,2,-,-,1,9,18,22,2,-,-,-,-,-,25.9,28
S00107167,56,7,1,2,3,-,1,1,1,4,17,9,4,3,3,-,-,35.4,35
S00107168,60,-,1,-,1,-,-,1,8,19,21,6,2,1,-,-,-,32.3,30
S00107169,89,2,3,2,3,1,2,1,4,9,24,14,5,5,10,2,2,43.6,41
S00107170,58,5,1,1,2,-,2,1,3,4,11,11,4,5,4,3,1,42.9,40
S00107171,117,4,3,3,8,-,6,3,6,8,26,29,4,7,9,1,-,39.8,38
S00107172,74,11,2,4,2,1,1,1,5,10,12,13,6,1,2,3,-,33.4,30
S00107173,94,8,1,-,2,1,2,1,10,9,23,25,-,6,5,-,1,38.3,38
S00107174,107,5,2,2,6,-,4,-,8,4,26,24,4,16,4,1,1,41.9,41
S00107175,140,12,5,2,6,2,4,5,11,9,30,24,5,13,8,3,1,38.5,36
S00107176,90,7,8,4,7,2,1,1,1,2,22,17,5,10,3,-,-,36.4,41
S00107177,76,1,-,1,-,1,1,-,8,9,17,17,5,8,8,-,-,45.6,45
S00107178,61,1,-,1,3,1,3,1,3,2,6,16,9,10,5,-,-,48.7,54
S00107179,88,2,2,2,-,-,-,-,5,10,13,15,3,9,20,4,3,52.9,53
S00107180,119,5,3,2,2,-,3,2,8,15,32,25,8,6,7,-,1,40,38
S00107181,63,5,1,-,3,2,1,-,4,4,8,17,5,7,6,-,-,43.7,46
S00107182,139,3,10,7,17,1,5,2,9,2,45,32,4,1,1,-,-,32.5,38
S00107183,54,-,2,-,-,-,-,3,2,4,10,15,1,9,5,3,-,49.3,50
S00107184,161,20,9,3,4,1,1,3,21,31,49,10,4,1,3,1,-,27.3,28
S00107185,134,15,1,3,1,-,1,3,19,38,39,12,1,-,1,-,-,27.4,28
S00107186,135,14,4,1,2,-,3,-,17,19,52,11,5,5,2,-,-,31.1,31
S00107187,185,9,12,4,17,5,8,13,11,7,36,46,6,7,4,-,-,32.9,36
S00107188,169,4,6,2,11,-,10,6,10,7,19,40,10,15,12,14,3,46.3,48
S00107189,75,13,5,4,4,-,2,1,1,7,19,9,4,-,3,2,1,30.8,30
S00107190,126,10,1,3,13,5,4,6,9,6,35,17,9,7,-,1,-,33.2,35
S00107191,93,4,2,1,2,-,1,1,9,10,20,11,8,6,15,2,1,45.2,44
S00107192,105,2,2,1,6,1,-,1,2,9,17,23,8,23,9,-,1,49.2,52
S00107193,65,5,3,-,1,1,2,1,1,3,8,17,3,8,9,3,-,47.3,50
S00107194,142,10,3,-,11,1,4,6,12,9,23,34,6,15,4,3,1,39,41
S00107195,57,2,1,-,-,-,-,1,2,4,10,8,6,11,10,1,1,54,60
S00107196,57,3,-,2,2,1,-,-,3,10,15,6,8,5,2,-,-,39.7,36
S00107197,59,2,-,-,-,-,-,1,10,16,14,9,2,2,3,-,-,35.4,30
S00107198,79,4,2,-,5,1,-,1,14,14,19,15,4,-,-,-,-,31.5,28
S00107199,139,3,2,1,3,-,1,43,34,15,19,13,1,2,-,2,-,26.5,21
S00107200,85,3,1,-,3,-,1,3,12,12,19,21,4,4,1,1,-,36.9,33
S00107201,89,-,1,1,2,1,1,1,9,23,25,15,5,5,-,-,-,37,35
S00107202,70,-,-,-,1,-,-,1,11,12,6,13,6,7,7,5,1,48.2,45
S00107203,155,1,-,-,-,-,-,4,14,18,38,39,9,16,13,2,1,46.7,45
S00107204,89,5,-,1,-,-,1,5,22,19,17,7,2,7,3,-,-,33.1,26
S00107205,65,2,2,-,2,1,-,1,6,4,27,13,2,3,2,-,-,37.7,38
S00107206,84,3,-,-,-,-,-,4,29,24,20,2,1,1,-,-,-,27.3,25
S00107207,84,2,-,-,2,-,-,-,12,6,8,3,7,20,13,7,4,56,66
S00107208,152,3,3,1,3,1,3,10,15,9,32,40,12,15,4,-,1,41.2,40
S00107209,104,1,2,1,2,-,-,1,9,19,48,16,1,2,1,-,1,35.3,33
S00107210,112,6,-,-,-,-,-,3,30,26,36,11,-,-,-,-,-,28.7,28
S00107211,89,2,1,-,-,-,-,-,7,30,38,7,1,3,-,-,-,33.2,31
S00107212,81,2,4,1,2,-,-,-,8,26,34,3,-,-,1,-,-,29.5,29
S00107213,98,4,-,-,-,-,-,2,11,25,18,26,4,3,5,-,-,38.9,33
S00107214,139,6,4,4,4,1,3,3,9,18,51,21,7,4,2,1,1,34.6,32
S00107215,200,9,-,1,7,-,-,31,108,18,21,3,-,1,1,-,-,22.4,21
S00107216,88,3,2,1,-,-,-,8,46,12,9,1,3,3,-,-,-,25.2,22
S00107217,122,5,1,1,1,-,2,7,76,8,14,6,-,1,-,-,-,23.8,21
S00107218,234,1,1,-,-,-,3,74,129,11,10,1,2,-,2,-,-,22,21
S00107219,148,3,-,-,4,1,1,7,62,23,25,11,2,9,-,-,-,29.5,24
S00107220,115,-,-,-,1,-,1,4,64,14,10,14,4,1,2,-,-,29.8,23
S00107221,76,-,-,-,-,-,1,2,32,9,12,15,1,3,1,-,-,33.1,25
S00107222,108,-,1,-,1,-,-,6,49,20,22,5,1,1,1,-,1,28.4,24
S00107223,131,7,-,1,3,-,4,13,28,14,27,19,7,6,2,-,-,33.2,28
S00107224,81,1,-,1,-,-,-,4,28,11,23,5,1,2,4,1,-,32.7,28
S00107225,66,2,-,-,-,-,1,1,1,6,19,17,9,5,4,1,-,47.3,48
S00107226,73,4,3,-,3,-,3,6,19,5,14,8,3,3,2,-,-,30.6,24
S00107227,104,5,3,-,2,-,3,1,17,19,35,10,4,3,1,1,-,32.2,30
S00107228,257,4,4,1,4,-,4,100,59,9,43,21,3,2,3,-,-,25.9,20
S00107229,58,3,2,1,-,-,1,8,12,9,19,2,1,-,-,-,-,27.2,26
S00107230,113,6,3,3,4,2,4,-,13,10,23,27,10,2,5,1,-,37,37
S00107231,194,3,2,2,2,-,3,56,46,12,16,25,9,9,7,2,-,31.8,21
S00107232,88,-,1,1,1,-,1,2,30,15,22,8,1,3,3,-,-,32.8,28
S00107233,134,2,2,-,2,-,-,9,49,12,22,26,5,3,1,1,-,32.7,25
S00107234,99,9,5,-,4,1,-,2,34,10,23,8,2,-,1,-,-,26,23
S00107235,82,7,4,1,5,-,1,1,20,12,19,8,1,1,1,1,-,27.6,25
S00107236,91,3,1,2,1,-,-,-,13,7,8,13,11,11,11,8,2,51.6,57
S00107237,149,6,-,1,7,1,3,14,48,16,22,21,2,7,1,-,-,29.9,23
S00107238,150,5,2,1,1,-,1,12,59,21,39,5,1,3,-,-,-,27,24
S00107239,100,3,-,-,-,1,1,11,51,7,15,9,-,-,1,1,-,26.9,21
S00107240,94,-,-,-,1,-,-,7,64,12,2,7,1,-,-,-,-,24.5,22
S00107241,154,8,2,-,1,-,-,8,75,19,30,6,2,1,1,1,-,26.2,23
S00107242,115,8,8,5,8,3,3,4,3,5,21,22,9,9,5,1,1,37.2,41
S00107243,98,2,1,1,2,3,2,11,26,19,9,14,2,4,1,1,-,30.6,25
S00107244,83,4,4,2,2,2,5,3,10,12,11,13,6,5,2,2,-,34.6,29
S00107245,136,1,2,-,1,-,1,1,65,27,22,9,1,5,1,-,-,28.9,24
S00107246,138,5,4,6,3,-,2,6,23,12,30,18,9,13,6,1,-,37.2,31
S00107247,155,3,1,2,4,-,-,7,73,18,25,15,2,2,2,1,-,28.5,23
S00107248,155,4,2,3,4,-,2,50,59,6,10,6,1,5,3,-,-,24.4,20
S00107249,133,9,8,-,8,-,3,-,3,3,27,21,9,22,15,4,1,46.7,51
S00107250,98,4,-,-,1,2,2,4,29,7,14,5,5,13,7,5,-,40.3,30
S00107251,97,1,2,1,5,-,-,-,2,5,5,15,5,8,24,14,10,63.6,73
S00107252,82,3,5,1,4,2,2,4,12,12,16,13,3,3,1,1,-,32.1,29
S00107253,175,8,6,4,5,4,2,1,5,4,25,49,4,12,25,9,12,51,52
S00107254,97,6,2,1,5,-,1,3,2,-,12,15,8,24,13,4,1,53.5,61
S00107255,62,2,3,-,5,2,1,2,-,2,14,17,8,3,2,1,-,41.8,45
S00107256,165,16,8,7,5,4,1,1,3,5,38,32,13,10,18,3,1,41.6,43
S00107257,83,3,3,2,-,-,1,3,9,9,21,11,5,5,9,1,1,41.5,38
S00107258,60,-,-,-,1,-,2,-,1,2,5,5,2,7,20,9,6,68.3,78
S00107259,101,6,7,2,4,-,1,1,12,1,23,21,4,7,8,3,1,40.6,41
S00107260,54,-,-,-,-,-,-,-,-,-,-,-,2,17,15,13,7,79.3,82
S00107261,109,3,3,-,1,-,-,5,10,6,12,7,3,15,29,8,7,56.6,69
S00107262,63,3,-,-,-,-,-,-,8,11,10,7,4,5,6,7,2,48.5,44
S00107263,56,5,2,1,-,-,-,-,4,5,21,13,4,-,1,-,-,36.4,37
S00107264,105,3,1,-,2,2,1,-,8,17,30,27,2,5,5,1,1,40.1,38
S00107265,97,1,4,2,4,1,-,2,4,3,21,30,9,10,4,2,-,45.5,49
S00107266,86,5,5,2,8,1,-,3,4,1,18,12,8,7,8,2,2,42.6,42
